,Accident.Number,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
76248,ERA15LA014,Non-Fatal,Substantial,Airplane,CESSNA,180K,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
76249,ERA15LA015,Non-Fatal,Substantial,Airplane,PIPER,PA-28-151,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76252,ANC15WA017,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76253,CEN15FA009,Fatal,Destroyed,Airplane,RAYTHEON AIRCRAFT COMPANY,58,No,2.0,Reciprocating,3.0,0.0,0.0,0.0
76254,CEN15FA008,Fatal,Destroyed,Airplane,PIPER,PA46,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76255,WPR15LA013,Non-Fatal,Substantial,Airplane,BEECH,H35,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76257,WPR15WA037,Fatal,Substantial,Airplane,AMATEUR BUILT AIRCRAFT,VAN'S RV-6A,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76258,CEN15LA012,Non-Fatal,Substantial,Airplane,CESSNA,182B,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76259,CEN15IA014,Non-Fatal,Minor,Airplane,RAYTHEON AIRCRAFT COMPANY,HAWKER,No,2.0,Turbo Fan,0.0,0.0,0.0,3.0
76260,CEN15LA015,Non-Fatal,Substantial,Airplane,CESSNA,P210N,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76262,ERA15LA019,Non-Fatal,Substantial,Airplane,PIPER,PA32 301FT,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76263,ERA15FA016,Fatal,Destroyed,Airplane,ROCKWELL INTERNATIONAL,112,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76267,WPR15LA014,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,3.0,0.0
76268,CEN15CA065,Non-Fatal,Substantial,Airplane,HUGHES AERO CORP,PREDATOR,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
76270,DCA15LA011,Non-Fatal,Substantial,Airplane,BOEING,737 330,No,2.0,Turbo Fan,0.0,0.0,0.0,3.0
76274,ERA15CA021,Non-Fatal,Substantial,Airplane,PIPER,PA-24-260,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76275,WPR15LA015,Non-Fatal,Substantial,Airplane,PIPER,PA28 151,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76276,CEN15LA018,Non-Fatal,Destroyed,Airplane,VIGUIE G/VIGUIE M,LANCAIR LEGACY,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
76279,ANC15TA003,Non-Fatal,Substantial,Airplane,CUB CRAFTERS INC,CC18-180,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76280,CEN15LA024,Non-Fatal,Substantial,Airplane,CESSNA,172K,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76282,WPR15FA016,Fatal,Substantial,Airplane,SONEX,SONEX TRIGEAR,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76283,WPR15CA017,Non-Fatal,Substantial,Airplane,INDUS AVIATION INC.,T-211 THORPEDO,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76284,CEN15FA022,Fatal,Substantial,Airplane,CGS AVIATION LLC,HAWK ARROW II SLSA,No,1.0,Reciprocating,1.0,1.0,0.0,0.0
76285,ERA15LA022,Non-Fatal,Substantial,Airplane,PIPER,PA-25-235,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76286,ERA15FA023,Fatal,Substantial,Airplane,BEECH,D95,No,2.0,Reciprocating,1.0,0.0,1.0,0.0
76287,CEN15LA023,Non-Fatal,Substantial,Airplane,TUBERVILLE,ZODIAC XL,Yes,1.0,Reciprocating,0.0,1.0,1.0,0.0
76291,ERA15IA024,Non-Fatal,Minor,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76294,ERA15FA025,Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,3.0,1.0,0.0,1.0
76296,WPR15CA018,Non-Fatal,Substantial,Airplane,CESSNA,172 - R,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76298,ERA15LA030,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,T 6G,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76299,WPR15CA026,Non-Fatal,Substantial,Airplane,ROCKWELL,690B,No,2.0,Turbo Prop,0.0,0.0,0.0,4.0
76300,WPR15CA028,Non-Fatal,Substantial,Airplane,CESSNA,172 - S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76302,CEN15CA036,Non-Fatal,Substantial,Airplane,FLIGHT DESIGN GMBH,CTLSi,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76303,WPR15IA035,Non-Fatal,Minor,Airplane,NORTH AMERICAN,P51 - D,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76304,WPR15LA020,Non-Fatal,Substantial,Airplane,WINSTON W WALKER,THUNDER MUSTANG,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
76307,CEN15LA026,Fatal,Substantial,Airplane,STEPHENSON,STOL CH 701,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76308,CEN15FA027,Fatal,Destroyed,Airplane,CESSNA,T210M,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76309,ERA15WA026,Fatal,Substantial,Airplane,CESSNA,310R,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
76310,ERA15CA033,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76311,WPR15CA031,Non-Fatal,Substantial,Airplane,SIAI MARCHETTI,S211,No,1.0,Turbo Fan,0.0,0.0,0.0,2.0
76312,CEN15CA049,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76314,ERA15LA029,Non-Fatal,Substantial,Airplane,PIPER,PA 22-150,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76317,CEN15LA038,Non-Fatal,Substantial,Airplane,STOL,UC 1,No,2.0,Reciprocating,0.0,2.0,0.0,2.0
76318,ERA15CA045,Non-Fatal,Substantial,Airplane,BEECH,V35B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76320,ERA15LA028,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
76324,WPR15LA022,Non-Fatal,Substantial,Airplane,CESSNA,TU206G,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76326,WPR15LA025,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76328,WPR15LA024,Non-Fatal,Substantial,Airplane,EXTRA FLUGZEUGPRODUKTIONS-UND,EA 300/L,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76329,CEN15CA033,Non-Fatal,Substantial,Airplane,PIPER,PA-23-250,No,2.0,Reciprocating,0.0,0.0,0.0,4.0
76330,CEN15FA030,Fatal,Substantial,Airplane,MOONEY,M20,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76332,WPR15LA023,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 301,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76333,CEN15CA041,Non-Fatal,Substantial,Airplane,CESSNA,510,No,2.0,Turbo Fan,0.0,0.0,0.0,5.0
76335,CEN15FA032,Fatal,Destroyed,Airplane,"LANGSTON, FREDERICK L",RV 4,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76338,ERA15LA039,Non-Fatal,Substantial,Airplane,CURTISS WRIGHT,P 40B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76340,WPR15GA030,Fatal,Destroyed,Airplane,HAWKER AIRCRAFT LTD,HAWKER HUNTER MK.58,No,1.0,Turbo Jet,1.0,0.0,0.0,0.0
76342,ERA15CA038,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76343,CEN15CA037,Non-Fatal,Substantial,Airplane,CESSNA,162,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76347,WPR15LA032,Non-Fatal,Substantial,Airplane,CESSNA,T210M,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76348,ERA15CA042,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76349,ERA15CA043,Non-Fatal,Substantial,Airplane,PIPER,PA 22-150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76351,WPR15CA033,Non-Fatal,Substantial,Airplane,BEECH,A35,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76352,WPR15LA034,Non-Fatal,Substantial,Airplane,EXTRA FLUGZEUGPRODUKTIONS-UND,EA 300,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76354,CEN15FA040,Fatal,Destroyed,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
76355,WPR15LA036,Non-Fatal,Substantial,Airplane,CHAMPION,7AC,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
76357,WPR15LA038,Non-Fatal,Substantial,Airplane,CESSNA,210B,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
76359,ERA15FA046,Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,1.0,0.0,1.0,0.0
76360,WPR15FA039,Fatal,Substantial,Airplane,CESSNA,140A,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76362,ERA15CA048,Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76364,ERA15RA047,Fatal,Destroyed,Airplane,GATES LEARJET CORP.,35A,No,2.0,Turbo Fan,9.0,0.0,0.0,0.0
76365,CEN15WA075,Non-Fatal,Substantial,Airplane,BEECH,76,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
76366,ERA15FA049,Non-Fatal,Substantial,Airplane,MOONEY,M20C,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76367,ERA15WA068,Fatal,Destroyed,Airplane,BEECH,A36,No,1.0,Turbo Prop,3.0,0.0,0.0,0.0
76368,CEN15CA086,Non-Fatal,Substantial,Airplane,WILLIAMS GLENN,RV 8A,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76371,ERA15CA056,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76372,CEN15FA044,Fatal,Destroyed,Airplane,MOONEY AIRCRAFT CORP.,M20K,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76374,ERA15LA051,Non-Fatal,Substantial,Airplane,BELL BILL,KITFOX 6,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76376,CEN15FAMS1,Fatal,Destroyed,Airplane,CESSNA,172K,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76377,WPR15CA041,Non-Fatal,Substantial,Airplane,CHAMPION,7ECA,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76378,WPR15LA042,Non-Fatal,Substantial,Airplane,CESSNA,U206G,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76380,ANC15LA004,Non-Fatal,Substantial,Airplane,HELIO,H 295,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76382,ERA15LA052,Non-Fatal,Destroyed,Airplane,DEHAVILLAND,TIGER MOTH DH 82A,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
76383,ERA15LA053,Non-Fatal,Substantial,Airplane,BEECH,F33A,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76384,CEN15FA051,Fatal,Destroyed,Airplane,MOONEY,M20C,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76385,WPR15CA068,Non-Fatal,Substantial,Airplane,CESSNA AIRCRAFT CO,E162,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76386,CEN15CA074,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76388,CEN15LA050,Non-Fatal,Substantial,Airplane,CESSNA,401A,No,2.0,Reciprocating,0.0,0.0,3.0,0.0
76390,CEN15FA048,Fatal,Substantial,Airplane,AERO COMMANDER,500 B,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
76392,WPR15WA054,Fatal,Substantial,Airplane,CESSNA AIRCRAFT COMPANY,152,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76393,CEN15LA053,Non-Fatal,Substantial,Airplane,BEECH,58P,No,2.0,Reciprocating,0.0,1.0,0.0,0.0
76395,ERA15CA057,Non-Fatal,Substantial,Airplane,CESSNA,T182T,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76396,DCA15CA025,Non-Fatal,Minor,Airplane,BOEING,737 7H4,No,2.0,Turbo Fan,0.0,0.0,0.0,179.0
76397,WPR15FA045,Fatal,Substantial,Airplane,PIPER,PA 24-250,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76399,CEN15CA055,Non-Fatal,Substantial,Airplane,PIPER,PA 28-181,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
76401,CEN15CA058,Non-Fatal,Substantial,Airplane,MCCRARY BOBBY C JR,RV 4,Yes,1.0,Reciprocating,0.0,0.0,1.0,1.0
76402,CEN15FA056,Fatal,Substantial,Airplane,AERO COMMANDER,500A,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
76403,WPR15IA046,Non-Fatal,Minor,Airplane,EMBRAER,EMB-505,No,2.0,Turbo Fan,0.0,0.0,0.0,5.0
76405,WPR15CA047,Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76406,CEN15CA213,Non-Fatal,Substantial,Airplane,BELLANCA,8KCAB,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76407,CEN15LA059,Fatal,Destroyed,Airplane,ROSS H/HERRIOTT M,VANS AIRCRAFT RV 3,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76408,ERA15LA058,Non-Fatal,Substantial,Airplane,CESSNA,T210,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76413,WPR15CA069,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76415,ERA15CA065,Non-Fatal,Substantial,Airplane,SOCATA,TB 20 TRINIDAD,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76417,ANC15LA005,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,0.0,1.0,1.0,0.0
76418,WPR15FA049,Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76419,CEN15CA061,Non-Fatal,Substantial,Airplane,AMERICAN CHAMPION AIRCRAFT,7EC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76420,ERA15LA062,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP.,SR22T,No,1.0,Reciprocating,0.0,3.0,1.0,0.0
76421,CEN15LA064,Non-Fatal,Substantial,Airplane,PIPER,PA 24-250,No,1.0,Reciprocating,0.0,0.0,4.0,0.0
76422,ERA15LA063,Non-Fatal,Substantial,Airplane,CESSNA,182,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76424,CEN15LA068,Non-Fatal,Substantial,Airplane,RANS,S-14,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
76426,CEN15FA060,Fatal,Substantial,Airplane,BELLANCA,17-30A,No,1.0,Reciprocating,1.0,0.0,3.0,0.0
76427,WPR15LA048,Fatal,Destroyed,Airplane,AIR TRACTOR INC,AT 502B,No,1.0,Turbo Prop,1.0,0.0,0.0,0.0
76428,ERA15CA064,Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
76429,CEN15LA063,Non-Fatal,Substantial,Airplane,SIEGEL GERALD,LONG EZ,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
76431,CEN15LA062,Non-Fatal,Substantial,Airplane,PIPER,PA 28R-201T,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
76433,ERA15FA066,Fatal,Destroyed,Airplane,PIPER,PA28,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76436,WPR15LA052,Non-Fatal,Substantial,Airplane,NANCHANG,CJ-6,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76438,ERA15CA069,Non-Fatal,Substantial,Airplane,PIPER,PA-46-310P,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76439,CEN15CA067,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76441,ERA15WA070,Fatal,Destroyed,Airplane,PIPER,PA-31-350,No,2.0,Reciprocating,10.0,0.0,0.0,0.0
76442,WPR15CA053,Non-Fatal,Substantial,Airplane,STAFFORD WAYNE H,GLASTAR,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76443,ERA15LA071,Non-Fatal,Substantial,Airplane,CESSNA,210 5(205),No,1.0,Reciprocating,0.0,1.0,0.0,5.0
76444,ERA15CA074,Non-Fatal,Substantial,Airplane,CESSNA,R182,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76446,CEN15LA069,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR20,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76447,ERA15LA072,Non-Fatal,Substantial,Airplane,CESSNA,150J,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76448,WPR15LA055,Non-Fatal,Substantial,Airplane,FOUGA,CM 170R MAGISTER,No,2.0,Turbo Jet,0.0,0.0,0.0,1.0
76449,CEN15CA072,Non-Fatal,Substantial,Airplane,CUBCRAFTERS INC,CC11-160,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76450,CEN15CA073,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76453,WPR15CA056,Non-Fatal,Substantial,Airplane,TAYLORCRAFT,BL 65,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76454,CEN15CA071,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
76455,DCA15MA029,Fatal,Destroyed,Airplane,EMBRAER,EMB-500,No,2.0,Turbo Jet,3.0,0.0,0.0,0.0
76458,CEN15CA095,Non-Fatal,Destroyed,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76459,WPR15CA057,Non-Fatal,Substantial,Airplane,CESSNA,P210 - N,No,1.0,Reciprocating,0.0,2.0,0.0,1.0
76460,CEN15IA076,Non-Fatal,Minor,Airplane,CESSNA,182S,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76461,WPR15LA058,Non-Fatal,Substantial,Airplane,MCHOLLAND,GLASTAR,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76464,WPR15CA059,Non-Fatal,Substantial,Airplane,CESSNA,182T,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
76465,CEN15LA077,Non-Fatal,Substantial,Airplane,NEW PIPER AIRCRAFT INC,PA 32R-301T,No,1.0,Reciprocating,0.0,2.0,2.0,0.0
76468,ERA15LA075,Fatal,Substantial,Airplane,JOHNSON DAVID EARL,RENEGADE SPIRIT,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76469,ERA15LA077,Non-Fatal,Substantial,Airplane,THOMAS R WADE,REVELATION,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76471,ERA15FA076,Fatal,Substantial,Airplane,TITAN,TORNADO II,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76472,CEN15LA078,Non-Fatal,Substantial,Airplane,PIPER,PA 46 350P,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76475,WPR15FA062,Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,1.0,0.0,1.0,0.0
76481,CEN15WA082,Fatal,Substantial,Airplane,GATES LEARJET,25D,No,2.0,Turbo Jet,2.0,0.0,0.0,0.0
76482,CEN15LA089,Non-Fatal,Substantial,Airplane,CESSNA,310J,No,2.0,Reciprocating,0.0,0.0,0.0,3.0
76483,CEN15FA081,Fatal,Destroyed,Airplane,BEECH,V35A,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76484,WPR15CA066,Non-Fatal,Substantial,Airplane,FERDON,THORP T 18,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76485,ERA15CA080,Non-Fatal,Substantial,Airplane,BAUER THOMAS G,KITFOX III,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
76486,ANC15IA006,Non-Fatal,Minor,Airplane,CESSNA,180J,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76488,WPR15LA067,Non-Fatal,Substantial,Airplane,FARTHING JAMES W II,BEAVER,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76489,CEN15FA083,Fatal,Destroyed,Airplane,CESSNA,172M,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76491,ERA15LA091,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76492,WPR15FA070,Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76493,CEN15FA087,Fatal,Destroyed,Airplane,PIPER,PA-34-200T,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
76495,ERA15WA082,Fatal,Destroyed,Airplane,CESSNA,T207 - A,No,1.0,Reciprocating,7.0,0.0,0.0,0.0
76497,ERA15CA083,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76499,ERA15LA084,Non-Fatal,Substantial,Airplane,AEROTEK,PITTS SPECIAL S-1S,No,1.0,Reciprocating,0.0,0.0,1.0,2.0
76502,ERA15CA086,Non-Fatal,Substantial,Airplane,CESSNA,310N,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
76504,CEN15FA088,Fatal,Destroyed,Airplane,PIPER,PA 23-160,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
76506,WPR15WA075,Fatal,Substantial,Airplane,CESSNA,172 - S,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76508,CEN15FA090,Fatal,Substantial,Airplane,CESSNA,404,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
76510,CEN15LA091,Non-Fatal,Substantial,Airplane,CESSNA,208B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
76511,ERA15LA087,Non-Fatal,Substantial,Airplane,MDS FYING LLC,ZENITH ZODIAC CH 650,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76512,CEN15FA092,Fatal,Substantial,Airplane,PIPER,PA 28-181,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76518,WPR15CA073,Non-Fatal,Substantial,Airplane,CESSNA,140,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76519,ERA15CA093,Non-Fatal,Substantial,Airplane,PIPER,PA-46-350P,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76521,ERA15FA088,Fatal,Substantial,Airplane,PIPER,PA34,No,2.0,Reciprocating,4.0,0.0,1.0,0.0
76524,WPR15CA074,Non-Fatal,Substantial,Airplane,WACO CLASSIC AIRCRAFT,YMF F5C,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76525,ERA15LA090,Non-Fatal,Substantial,Airplane,CESSNA,P206,No,1.0,Reciprocating,0.0,4.0,0.0,2.0
76528,WPR15CA076,Non-Fatal,Substantial,Airplane,BEECH,35 A33,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76529,WPR15LA077,Non-Fatal,Substantial,Airplane,CESSNA,172D,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76530,WPR15CA078,Non-Fatal,Substantial,Airplane,PIPER,PA 28R-200,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76531,CEN15LA098,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,A36,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76532,CEN15CA097,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76533,ERA15LA092,Non-Fatal,Substantial,Airplane,BEECH,V35B,No,1.0,Reciprocating,0.0,3.0,1.0,0.0
76534,CEN15LA099,Non-Fatal,Substantial,Airplane,CESSNA,195B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76535,ERA15LA094,Non-Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76537,ERA15CA095,Non-Fatal,Substantial,Airplane,CESSNA,A185E,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76539,CEN15LA116,Non-Fatal,Substantial,Airplane,CESSNA,210,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76540,WPR15FA081,Fatal,Substantial,Airplane,GIBBS,LANCAIR 320,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76541,WPR15FA082,Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76542,CEN15LA114,Non-Fatal,Substantial,Airplane,CESSNA,150G,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
76545,WPR15LA083,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76547,ERA15LA097,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76550,ERA15WA112,Fatal,Substantial,Airplane,EMBRAER,EMB-710C,No,1.0,Reciprocating,2.0,0.0,2.0,0.0
76551,CEN15FA101,Fatal,Destroyed,Airplane,PIPER,PA 28RT-201T,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76552,WPR15LA084,Fatal,Destroyed,Airplane,BRUCT J MYERS,RV-9A,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76553,ERA15CA116,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-200,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76557,ERA15FA099,Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76558,ERA15CA100,Non-Fatal,Substantial,Airplane,SHANNON WILLIAM,RV6A,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
76559,CEN15LA107,Non-Fatal,Substantial,Airplane,CESSNA,210J,No,1.0,Reciprocating,0.0,2.0,1.0,0.0
76562,ERA15CA101,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76563,CEN15LA109,Non-Fatal,Substantial,Airplane,CESSNA,182R,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76564,ERA15FA102,Fatal,Substantial,Airplane,SCHMIDT ALBERT D,AVENTURA II,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
76565,ERA15FA103,Fatal,Substantial,Airplane,LUSCOMBE,8,No,1.0,Reciprocating,1.0,0.0,1.0,0.0
76567,WPR15LA085,Non-Fatal,Substantial,Airplane,CUBCRAFTERS INC,CC11-160,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76568,ERA15CA106,Non-Fatal,Substantial,Airplane,CESSNA,172L,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
