,Accident.Number,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
75938,ANC14CA066,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
75940,WPR14CA358,Non-Fatal,Substantial,Airplane,BOEING,A75N1 (PT-17),No,1.0,Reciprocating,0.0,0.0,0.0,1.0
75941,CEN14LA480,Non-Fatal,Substantial,Airplane,CESSNA,188,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
75944,WPR14FA348,Fatal,Substantial,Airplane,CLIFF,STARDUSTER II SA300,Yes,1.0,Reciprocating,1.0,0.0,1.0,0.0
75945,CEN14FA437,Fatal,Destroyed,Airplane,LANCAIR COMPANY,LC 40 550FG,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
75946,CEN14FA435,Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,1.0,0.0,1.0,0.0
75947,ERA14LA390,Non-Fatal,Substantial,Airplane,CESSNA,R182,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
75950,ERA14WA393,Fatal,Destroyed,Airplane,CESSNA,340A,No,2.0,Reciprocating,4.0,0.0,0.0,0.0
75951,ANC14LA065,Non-Fatal,Substantial,Airplane,TERRY W. THAYER,ZENITH STOL CH701,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
75956,WPR14FA349,Fatal,Substantial,Airplane,BEECH,V35B,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
75957,CEN14LA439,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT-401,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
75960,CEN14LA441,Non-Fatal,Substantial,Airplane,BECKER ELMER L,STOL CH 750,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
75962,CEN14LA445,Non-Fatal,Substantial,Airplane,FRANKE ROLAND,SKY RAIDER,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
75963,ERA14CA397,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,G36,No,1.0,Reciprocating,0.0,2.0,0.0,3.0
75964,ERA14FA399,Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-802A,No,1.0,Turbo Prop,1.0,0.0,0.0,0.0
75966,CEN14LA463,Non-Fatal,Substantial,Airplane,BEECH,A36,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
75969,CEN14CA479,Non-Fatal,Substantial,Airplane,QUICKSILVER,2S,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
75971,ERA14LA401,Non-Fatal,Substantial,Airplane,CESSNA,150G,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
75972,ERA14LA402,Non-Fatal,Substantial,Airplane,THIBAULT MICHAEL L,RV4,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
75973,CEN14LA447,Non-Fatal,Substantial,Airplane,HERDER MICHAEL,ZODIAC 601 HD,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
75976,WPR14CA352,Non-Fatal,Substantial,Airplane,RANS AIRCRAFT,S 6S,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
75977,CEN14LA449,Non-Fatal,Substantial,Airplane,PIPER,PA 28-161,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
75979,CEN14FA448,Fatal,Destroyed,Airplane,AMERICAN CHAMPION AIRCRAFT,7GCBC,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
75980,ERA14FA403,Fatal,Destroyed,Airplane,BEECH,S35,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
75982,ERA14LA404,Non-Fatal,Substantial,Airplane,PIPER,PA-28-180,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
75984,CEN14LA451,Non-Fatal,Substantial,Airplane,CESSNA,177,No,1.0,Reciprocating,0.0,2.0,2.0,0.0
75986,ANC14CA067,Non-Fatal,Substantial,Airplane,CESSNA,175,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
75987,ERA14CA407,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
75988,ERA14CA420,Non-Fatal,Substantial,Airplane,MOONEY AIRCRAFT CORP.,M20K,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
75989,ERA14CA419,Non-Fatal,Substantial,Airplane,DEHAVILLAND,DHC 6 TWIN OTTER,No,2.0,Turbo Prop,0.0,0.0,0.0,10.0
75992,ANC14FA068,Non-Fatal,Substantial,Airplane,RYAN,NAVION A,No,1.0,Reciprocating,0.0,0.0,4.0,0.0
75993,CEN14LA450,Non-Fatal,Destroyed,Airplane,AIR TRACTOR INC,AT-401,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
75994,CEN14LA454,Fatal,Substantial,Airplane,RANS,S17,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
75996,CEN14CA459,Non-Fatal,Substantial,Airplane,PIPER,PA 32R-301T,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
75998,ERA14CA412,Non-Fatal,Substantial,Airplane,CESSNA,140,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
75999,WPR14CA378,Non-Fatal,Substantial,Airplane,PIPER,PA 18A 150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76000,CEN14FA453,Fatal,Destroyed,Airplane,CESSNA,172R,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
76001,CEN14LA456,Non-Fatal,Substantial,Airplane,MAULE,MT 7-235,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76002,CEN14LA458,Non-Fatal,Substantial,Airplane,BEECH,A36,No,1.0,Reciprocating,0.0,4.0,0.0,0.0
76003,WPR14FA355,Fatal,Destroyed,Airplane,THOMAS C SIKES,LOEHLE 5151 MUSTANG,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76004,ERA14LA409,Fatal,Substantial,Airplane,CESSNA,A188B,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76006,CEN14LA461,Non-Fatal,Substantial,Airplane,CESSNA,310K,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
76007,CEN14CA464,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 502B,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
76011,ANC14CA070,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76013,CEN14FA462,Fatal,Destroyed,Airplane,CESSNA,421C,No,2.0,Reciprocating,4.0,0.0,0.0,0.0
76015,WPR14CA360,Non-Fatal,Substantial,Airplane,NAVION,NAVION F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76017,ERA14LA411,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76018,CEN14CA469,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76019,WPR14LA361,Non-Fatal,Substantial,Airplane,TRAVEL AIR,C 4000,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76022,ERA14WA432,Fatal,Destroyed,Airplane,CESSNA AIRCRAFT,177B,No,1.0,Reciprocating,3.0,0.0,1.0,0.0
76023,CEN14FA467,Fatal,Destroyed,Airplane,PIPER,PA 46 350P,No,1.0,Reciprocating,5.0,0.0,0.0,0.0
76024,CEN14FA468,Fatal,Substantial,Airplane,SCHAFER RICK W,FOXTROT 4,Yes,1.0,Reciprocating,2.0,1.0,1.0,0.0
76025,ERA14FA416,Fatal,Substantial,Airplane,PIPER,PA-25-260,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76027,ERA14FA417,Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76028,ANC14LA071,Non-Fatal,Substantial,Airplane,DEHAVILLAND,DHC 2,No,1.0,Reciprocating,0.0,1.0,0.0,3.0
76029,CEN14LA471,Non-Fatal,Substantial,Airplane,BORING ROBERT BURTON,RV6A,Yes,1.0,Reciprocating,0.0,1.0,1.0,0.0
76030,CEN14LA472,Non-Fatal,Substantial,Airplane,OHLGREN BRENT E,RV-6A,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76031,ANC14CA072,Non-Fatal,Substantial,Airplane,PIPER,PA 12,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76032,ERA14LA418,Non-Fatal,Destroyed,Airplane,LORENZ STEPHEN,KITFOX   SERIES 5,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
76033,CEN14CA481,Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76034,WPR14CA379,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76037,WPR14FA362,Fatal,Destroyed,Airplane,CESSNA,177B,No,1.0,Reciprocating,1.0,2.0,1.0,0.0
76041,WPR14CA364,Non-Fatal,Substantial,Airplane,FLIGHT DESIGN GMBH,CTLS LSA,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76042,CEN14LA476,Non-Fatal,Substantial,Airplane,PIPER,PA-46-350P,No,1.0,Turbo Prop,0.0,2.0,0.0,0.0
76043,ERA14FA421,Fatal,Substantial,Airplane,KLAAS DEVELOPMENT INC,LANCAIR IV P,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76044,CEN14CA483,Non-Fatal,Substantial,Airplane,ROSS ALFRED K/ONEILL TERRENCE,LANCAIR 235,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
76045,ERA14LA422,Non-Fatal,Substantial,Airplane,ACKLAND JEFFREY DEAN,SH 3R,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
76046,CEN14LA493,Non-Fatal,Substantial,Airplane,DAVIS BENNY,CHRISTEN EAGLE II,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76047,ANC14CA073,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76048,ERA14LA423,Fatal,Substantial,Airplane,MCMURRAY DAVID C,SEAREY,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76050,ANC14CA075,Non-Fatal,Substantial,Airplane,PIPER,PA 18-135,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76051,CEN14LA492,Non-Fatal,Substantial,Airplane,CAMPBELL,SUPER BEARHAWK,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76052,ERA14LA424,Fatal,Destroyed,Airplane,SOCATA,TBM 700,No,1.0,Turbo Prop,2.0,0.0,0.0,0.0
76054,ANC14CA074,Non-Fatal,Substantial,Airplane,PIPER,PA 18-135,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76055,WPR14CA365,Non-Fatal,Substantial,Airplane,EALAND CHARLES,LIONHEART,Yes,1.0,Reciprocating,0.0,3.0,0.0,0.0
76056,CEN14LA489,Non-Fatal,Substantial,Airplane,GALLAGER JOHN C,GLASAIR,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76061,WPR14CA366,Non-Fatal,Substantial,Airplane,BELLANCA,8KCAB,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
76062,WPR14LA367,Non-Fatal,Substantial,Airplane,PIPER,PA 25-235,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76063,ERA14LA425,Non-Fatal,Substantial,Airplane,NAVION,NAVION,No,1.0,Reciprocating,0.0,3.0,0.0,0.0
76064,WPR14LA368,Non-Fatal,Substantial,Airplane,PIPER,PA 24-250,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76065,ERA14WA429,Fatal,Destroyed,Airplane,PIPER,PA-31-350,No,2.0,Reciprocating,10.0,0.0,0.0,0.0
76067,ANC14CA076,Non-Fatal,Substantial,Airplane,CESSNA,U206B,No,1.0,Reciprocating,0.0,0.0,0.0,5.0
76068,ERA14CA431,Non-Fatal,Substantial,Airplane,PIPER,PA-18A-150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76070,CEN14LA485,Fatal,Substantial,Airplane,CISMOWSKI,TIERRA II,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
76071,CEN14LA486,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
76072,ANC14CA077,Non-Fatal,Substantial,Airplane,CESSNA,185,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
76076,CEN14CA488,Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76077,ERA14FA428,Fatal,Substantial,Airplane,CESSNA,172,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76079,ANC14CA081,Non-Fatal,Substantial,Airplane,MAULE,M 5-235C,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76081,ERA14CA430,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76082,WPR14LA371,Non-Fatal,Substantial,Airplane,AYRES CORPORATION,S2R T34,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
76083,CEN14LA495,Non-Fatal,Substantial,Airplane,NOLIN,VANS RV-10,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
76085,ERA14LA433,Non-Fatal,Substantial,Airplane,PIPER,J3C 65,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76087,WPR14CA372,Non-Fatal,Substantial,Airplane,FOUND ACFT CANADA INC,FBA 2C1,No,1.0,Reciprocating,0.0,3.0,0.0,0.0
76088,ERA14LA434,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76089,CEN14CA496,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76090,CEN14WA502,Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 40,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76094,CEN14LA497,Non-Fatal,Substantial,Airplane,DARNEY,GLASAIR III,Yes,1.0,Reciprocating,0.0,1.0,1.0,0.0
76095,CEN14CA499,Non-Fatal,Substantial,Airplane,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
76096,CEN14CA503,Non-Fatal,Substantial,Airplane,MAULE,MT 7-260,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76099,ANC14CA079,Non-Fatal,Substantial,Airplane,PIPER,PA 18-135,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76100,ANC14CA080,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76101,ANC14CA078,Non-Fatal,Substantial,Airplane,CESSNA,180H,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76102,ERA14TA435,Non-Fatal,Substantial,Airplane,CESSNA,T210N,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76103,WPR14LA394,Non-Fatal,Substantial,Airplane,LORENTZEN,LANCAIR LEGACY,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76105,DCA14CA170,Non-Fatal,Substantial,Airplane,EMBRAER,EMB 145XR,No,2.0,Turbo Fan,0.0,0.0,0.0,37.0
76108,ERA14LA436,Non-Fatal,Substantial,Airplane,BELLANCA,17-30A,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
76109,ERA14WA439,Fatal,Destroyed,Airplane,BEECH,BE-300-LW,No,2.0,Turbo Prop,2.0,0.0,0.0,0.0
76111,CEN14CA514,Non-Fatal,Substantial,Airplane,STANLEY ARTHUR FREEMAN,ZODIAC 601XL,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76112,ERA14CA452,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76114,ERA14LA440,Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,0.0,2.0,2.0,0.0
76115,WPR14LA377,Non-Fatal,Substantial,Airplane,PIPER,PA 28,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76118,ANC14CA082,Non-Fatal,Substantial,Airplane,HELIO,H 295,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76120,ANC14CA083,Non-Fatal,Substantial,Airplane,CESSNA,175,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76121,DCA14CA161,Non-Fatal,Substantial,Airplane,BOEING,757 223,No,2.0,Turbo Fan,0.0,0.0,0.0,172.0
76123,CEN14CA501,Non-Fatal,Destroyed,Airplane,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
76124,ERA14FA455,Fatal,Substantial,Airplane,PIPER,J3C-65,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76125,ANC14CA084,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76126,CEN14WA509,Non-Fatal,Substantial,Airplane,MAULE,M 7-235B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76128,ENG14IA028,Non-Fatal,Minor,Airplane,AIRBUS,A320 232,No,2.0,Turbo Fan,0.0,0.0,0.0,147.0
76129,CEN14LA504,Fatal,Destroyed,Airplane,SACCIO THOMAS A,SEAWIND 3000,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
76132,CEN14FA506,Fatal,Substantial,Airplane,CESSNA,172R,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76133,CEN14FA505,Non-Fatal,Substantial,Airplane,EMBRAER,EMB 505,No,2.0,Turbo Fan,0.0,0.0,0.0,2.0
76134,ERA14FA445,Fatal,Destroyed,Airplane,NORTH AMERICAN,T 28C,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76135,WPR14CA380,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76136,WPR14FA381,Fatal,Substantial,Airplane,CESSNA AIRCRAFT CO,162,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
76137,ERA14LA446,Non-Fatal,Substantial,Airplane,CESSNA,180B,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76138,ERA14LA448,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76139,ERA14CA447,Non-Fatal,Substantial,Airplane,CUB CRAFTERS INC,CC11 100,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76140,ANC14CA087,Non-Fatal,Substantial,Airplane,HELIO,H 250,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76142,CEN14LA519,Non-Fatal,Substantial,Airplane,PIPER,PA 36-285,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76145,CEN14LA507,Fatal,Substantial,Airplane,MANWEILLER,ACRO SPORT II,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
76147,WPR14CA383,Non-Fatal,Substantial,Airplane,AMERICAN CHAMPION AIRCRAFT,7GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76148,WPR14CA384,Non-Fatal,Substantial,Airplane,BELLANCA,7GCBC,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76149,ERA14CA449,Non-Fatal,Substantial,Airplane,CESSNA,182A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76150,ERA14LA450,Non-Fatal,Substantial,Airplane,BARGER JERRY L,CHALLENGER II,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76155,WPR14FA382,Fatal,Substantial,Airplane,PIPER,PA 28R-180,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76157,ERA14LA451,Non-Fatal,Substantial,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA-5A,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
76159,WPR14CA386,Non-Fatal,Substantial,Airplane,CESSNA AIRCRAFT CO,E162,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76160,WPR14CA387,Non-Fatal,Substantial,Airplane,BEECH,E33A,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76161,ANC14LA085,Non-Fatal,Substantial,Airplane,CESSNA,TU206,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
76163,ANC14CA086,Non-Fatal,Substantial,Airplane,MILLER GREGORY S,BUSHWACKER,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76166,ERA14WA454,Fatal,Substantial,Airplane,DIAMOND AIRCRAFT INDUSTRIES IN,DA20-C1,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
76169,WPR14CA388,Non-Fatal,Substantial,Airplane,LUNDAK ROBERT,KITFOX IV,Yes,1.0,Reciprocating,0.0,0.0,2.0,0.0
76170,WPR14CA389,Non-Fatal,Substantial,Airplane,PIPER,PA25 - 260,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76171,WPR14CA391,Non-Fatal,Substantial,Airplane,PIPER,PA 31T - II,No,2.0,Turbo Prop,0.0,0.0,0.0,4.0
76172,ANC14CA088,Non-Fatal,Substantial,Airplane,PIPER,PA 12,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76173,WPR14CA390,Non-Fatal,Substantial,Airplane,WILLIAM M OPRENDEK,PITTS S1S,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76174,WPR14CA392,Non-Fatal,Substantial,Airplane,CIRRUS,SR22 - NO SERIES,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76175,ERA14CA458,Non-Fatal,Substantial,Airplane,BEECH,C90,No,2.0,Turbo Prop,0.0,0.0,0.0,1.0
76181,ERA14FA459,Fatal,Destroyed,Airplane,CESSNA,172M,No,1.0,Reciprocating,2.0,0.0,0.0,2.0
76182,WPR14FA393,Fatal,Substantial,Airplane,TIFFT,KITFOX III,Yes,1.0,Reciprocating,1.0,0.0,1.0,0.0
76183,CEN14CA523,Non-Fatal,Substantial,Airplane,CESSNA,182G,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76184,ERA14CA463,Non-Fatal,Substantial,Airplane,BEECH,D55,No,2.0,Reciprocating,0.0,0.0,0.0,4.0
76187,ERA14LA462,Non-Fatal,Substantial,Airplane,QUICKSILVER EIPPER ACFT INC,GT 400,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
76189,CEN14CA528,Non-Fatal,Substantial,Airplane,CESSNA,182G,No,1.0,Reciprocating,0.0,3.0,0.0,0.0
76190,WPR14CA397,Non-Fatal,Substantial,Airplane,PIPER,PA 24-250,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76191,ERA14LA465,Non-Fatal,Substantial,Airplane,BRITTEN-NORMAN,BN-2A,No,2.0,Reciprocating,0.0,1.0,0.0,6.0
76193,ANC14LA091,Non-Fatal,Substantial,Airplane,PIPER,J3,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76194,CEN14FA522,Fatal,Substantial,Airplane,CESSNA,T337G,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
76195,CEN14LA526,Non-Fatal,Substantial,Airplane,PREISS VANS,RV-9A,Yes,1.0,Reciprocating,0.0,0.0,1.0,1.0
76196,ANC14CA089,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
76198,WPR14CA399,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76199,ANC14CA090,Non-Fatal,Substantial,Airplane,BELLANCA,8GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76202,CEN15CA001,Non-Fatal,Substantial,Airplane,PIPER,PA 25-235,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76203,ERA15WA004,Fatal,Destroyed,Airplane,CESSNA,T206H,No,1.0,Reciprocating,5.0,0.0,2.0,0.0
76205,ERA15CA002,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,1.0,Reciprocating,0.0,1.0,0.0,1.0
76206,ERA15IA009,Non-Fatal,Minor,Airplane,FUNK RALPH,Velocity XLRG,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76207,WPR15CA012,Non-Fatal,Substantial,Airplane,CESSNA,180,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76208,WPR15LA001,Fatal,Destroyed,Airplane,GASTON THOMAS D,THUNDER MUSTANG,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76210,ERA15FA003,Fatal,Substantial,Airplane,MILLER RAYMOND A,SONEX WAIEX,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
76214,ERA15CA007,Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76217,WPR15TA002,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,690B,No,2.0,Turbo Prop,0.0,0.0,0.0,3.0
76218,CEN15CA005,Non-Fatal,Substantial,Airplane,CESSNA,152,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76221,ERA15LA006,Non-Fatal,Substantial,Airplane,SOCATA,TBM 700,No,1.0,Turbo Prop,0.0,1.0,1.0,0.0
76222,WPR15LA003,Non-Fatal,Substantial,Airplane,CORBEN BABY ACE,D,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
76223,DCA15FA004,Non-Fatal,Substantial,Airplane,EMBRAER,EMB 145LR,No,2.0,Turbo Fan,0.0,0.0,0.0,228.0
76226,WPR15CA004,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
76227,ERA15CA010,Non-Fatal,Substantial,Airplane,TOERNER BOB,SEA REY,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
76229,WPR15GA005,Fatal,Destroyed,Airplane,MARSH AVIATION,S 2F3AT,No,2.0,Turbo Prop,1.0,0.0,0.0,0.0
76230,CEN15CA006,Non-Fatal,Substantial,Airplane,PIPER,PA 31-350,No,2.0,Reciprocating,0.0,1.0,0.0,1.0
76232,WPR15CA007,Non-Fatal,Substantial,Airplane,CESSNA,T182T,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76233,WPR15CA006,Non-Fatal,Substantial,Airplane,MAULE,MX 7-235,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76234,ANC15CA001,Non-Fatal,Substantial,Airplane,CESSNA,180J,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76235,ANC15CA002,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76236,CEN15LA020,Non-Fatal,Substantial,Airplane,KOVARS GARY D,ZENITH ZODIAK 601XL,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
76238,WPR15LA008,Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,No,1.0,Reciprocating,0.0,2.0,0.0,0.0
76241,CEN15CA013,Non-Fatal,Substantial,Airplane,PIPER,PA-28-181,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76242,WPR15CA009,Non-Fatal,Substantial,Airplane,AMERICAN LEGEND AIRCRAFT CO,AL3,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76244,CEN15CA011,Non-Fatal,Substantial,Airplane,BEECH,35-B33,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
76245,CEN15CA016,Non-Fatal,Substantial,Airplane,CESSNA,180B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
76247,WPR15FA010,Fatal,Destroyed,Airplane,CESSNA,170B,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
